0.0977,-0.43908,0.42029,0.44075,-0.43047,0.24334,-0.4272,0.087943,0.034548,-0.42039,-0.42112,-0.47119
0.20935,-0.44885,0.11309,0.42098,-0.13142,0.1625,-0.33442,0.2217,0.32788,-0.26898,-0.31467,-0.48283
-0.26206,-0.35115,0.17216,0.43087,-0.30733,0.1625,-0.31755,-0.045811,0.54298,-0.31351,-0.42999,-0.38973
0.11011,-0.48793,0.21942,0.52972,-0.16661,0.01237,-0.31755,0.20498,-0.161,-0.48274,-0.39451,-0.68065
-0.026355,-0.4977,-0.064144,0.5396,-0.078651,-0.010727,-0.34285,0.4892,0.13232,-0.39367,-0.39451,-0.61083
0.15973,-0.42931,0.44392,0.38144,-0.65915,0.22024,-0.35129,0.33873,-0.063228,-0.39367,-0.39451,-0.45955
0.010862,-0.527,0.23124,0.56926,-0.74711,0.25489,-0.35972,0.55608,-0.0045629,-0.36695,-0.34128,-0.62247
-0.28687,-0.34138,0.19579,0.20351,-0.21938,0.17405,-0.36816,-0.26316,-0.23923,-0.39367,-0.39451,-0.063899
0.5443,-0.37069,0.065825,0.40121,-0.14901,0.11631,-0.30912,0.42233,0.21054,-0.32242,-0.32354,-0.42464
0.19694,-0.36092,0.32576,0.47041,0.044486,0.081661,-0.30068,0.4892,0.17143,-0.41148,-0.2437,-0.5061
0.30859,-0.46839,0.24306,0.54949,-0.51843,0.023918,-0.38503,0.45577,-0.21967,-0.38476,-0.32354,-0.70392
0.15973,-0.46839,-0.087775,0.45064,0.27317,0.035467,-0.28381,0.4892,-0.024118,-0.36695,-0.35902,-0.55265
0.24657,-0.39023,0.17216,0.39133,-0.078651,-0.06847,-0.33442,0.35545,0.15188,-0.39367,-0.36789,-0.59919
-0.1256,-0.32184,0.20761,0.30236,-0.1842,0.42812,-0.40189,-0.17956,-0.0045629,-0.26898,-0.48322,0.075743
-0.0015438,-0.17529,0.4321,0.25293,-0.14901,0.37037,-0.31755,-0.213,0.13232,-0.27788,-0.36789,0.017559
0.44505,-0.25345,-0.31227,0.29247,-0.14901,0.19715,-0.33442,0.45577,-0.063228,-0.11757,-0.27918,-0.12208
0.39543,-0.34138,-0.3359,0.31224,-0.16661,-0.29944,-0.21634,0.23842,-0.043673,-0.24226,-0.2437,-0.25009
0.5567,-0.31207,-0.47768,0.43087,-0.078651,-0.49576,-0.29225,0.63968,-0.10234,-0.28679,-0.27918,-0.48283
0.5443,-0.42931,-0.46587,0.35178,0.097258,-0.66899,-0.29225,0.18826,-0.31745,-0.23335,-0.25257,-0.42464
0.53189,-0.33161,-0.28864,0.44075,-0.13142,-0.14931,-0.22477,0.73999,0.093213,-0.2957,-0.21709,-0.40137
0.23416,-0.16552,0.2785,0.4111,-0.53602,0.17405,-0.33442,0.45577,0.13232,-0.15319,-0.22596,-0.052262
-0.03876,-0.16552,0.56207,0.35178,-0.51843,0.1856,-0.31755,0.28857,-0.043673,-0.1621,-0.23483,-0.087173
0.023267,-0.1069,0.20761,0.38144,-0.16661,0.10476,-0.24164,0.071224,-0.024118,-0.27788,-0.3058,-0.31991
-0.49776,-0.33161,0.11309,0.15408,0.29076,0.035467,-0.28381,-0.46379,-0.063228,-0.34023,-0.38564,-0.23845
0.3334,-0.27299,0.042194,0.49018,-0.1842,-0.14931,-0.31755,0.33873,-0.10234,-0.31351,-0.29692,-0.36646
0.48227,-0.15575,-0.47768,0.14419,-0.28974,-0.23015,-0.24164,0.68984,-0.35656,-0.17991,-0.25257,-0.36646
-0.26206,-0.22414,0.47936,0.31224,-0.21938,0.10476,-0.25007,-0.06253,-0.21967,-0.23335,-0.35015,-0.040625
0.49468,0.00056448,-0.39497,-0.033742,-0.21938,-0.18395,-0.22477,0.60624,-0.024118,-0.046314,-0.11063,-0.33155
-0.23725,-0.1069,0.56207,0.20351,-0.36011,0.1856,-0.30068,-0.06253,-0.21967,-0.26007,-0.32354,-0.11045
-0.0015438,-0.16552,0.64478,0.2727,-0.51843,0.19715,-0.33442,-0.06253,0.13232,-0.32242,-0.32354,-0.25009
0.072889,-0.19483,0.55026,0.20351,-0.28974,0.28953,-0.29225,-0.31332,-0.063228,-0.34023,-0.36789,-0.075536
0.15973,0.00056448,0.51481,0.29247,-0.44806,0.22024,-0.33442,0.28857,0.13232,-0.21554,-0.2437,-0.27336
-0.013949,-0.19483,0.5857,0.28259,-0.06106,0.22024,-0.27538,0.33873,0.034548,-0.24226,-0.36789,-0.12208
0.15973,-0.067824,0.18398,0.36167,-0.28974,0.12785,-0.2079,0.17154,0.24965,-0.34914,-0.36789,-0.23845
-0.051166,-0.27299,-0.12322,0.45064,-0.51843,0.00082123,-0.30068,0.27185,0.054103,-0.38476,-0.43886,-0.35482
-0.44814,-0.43908,0.24306,0.31224,-0.078651,0.047015,-0.35972,-0.14613,0.014992,-0.25116,-0.33241,-0.22681
0.63114,-0.048284,0.62115,0.42098,-0.21938,-0.33409,-0.2079,0.30529,0.054103,-0.20663,-0.25257,-0.26173
0.74278,-0.067824,0.7393,0.42098,-0.11383,-0.2417,-0.30912,0.17154,-0.21967,-0.33132,-0.28805,-0.285
-0.3613,-0.24368,0.56207,0.21339,-0.043469,0.01237,-0.35972,-0.44707,-0.20011,-0.33132,-0.41225,-0.21518
0.66835,-0.048284,0.70386,0.33201,-0.0082873,-0.091567,-0.28381,0.18826,0.24965,-0.28679,-0.22596,-0.285
0.3334,0.00056448,0.19579,0.10465,-0.13142,0.058564,-0.19103,0.30529,-0.10234,-0.073034,-0.19047,0.017559
-0.33649,-0.17529,0.34939,0.28259,-0.36011,0.22024,-0.36816,0.071224,0.054103,-0.22445,-0.29692,-0.005715
0.29619,-0.048284,0.32576,0.2727,-0.13142,0.01237,-0.21634,0.47249,0.054103,-0.073034,-0.29692,-0.11045
-0.10079,-0.21437,0.44392,0.35178,-0.30733,0.24334,-0.30912,-0.06253,0.13232,-0.25116,-0.35015,0.017559
0.048078,-0.12644,0.57389,0.32213,-0.50083,0.035467,-0.34285,-0.3802,-0.10234,-0.34023,-0.35015,-0.27336
0.321,-0.038515,-0.54857,-0.043627,-0.20179,-0.12621,0.17165,-0.045811,-0.043673,-0.010688,0.32405,-0.16863
0.321,-0.048284,-0.51313,-0.30064,0.044486,-0.17241,0.39095,-0.26316,0.093213,0.17635,0.45712,-0.052262
0.5443,-0.058054,-0.32408,-0.013971,-0.51843,-0.2417,-0.12356,0.63968,-0.337,-0.010688,-0.1195,-0.40137
0.43265,0.26435,0.042194,-0.34019,0.062077,-0.25325,0.19696,0.054505,-0.161,0.27432,0.31518,0.12229
0.19694,0.24481,-0.19411,-0.27099,0.062077,-0.2186,0.078872,-0.095968,-0.27834,0.17635,0.084532,-0.052262
0.048078,0.1178,-0.24138,-0.10294,0.13244,-0.29944,-0.039211,-0.11269,-0.337,0.22088,-0.048535,0.13393
0.27138,0.34251,0.0067479,-0.38961,-0.16661,-0.44957,0.29817,0.25514,-0.12189,0.32776,0.38615,0.27357
0.14732,0.43044,-0.052329,-0.29076,0.2028,-0.14931,0.32347,-0.26316,-0.29789,0.39011,0.39502,0.20375
